Entity,Code,Year,Low-carbon energy (TWh - equivalent)
Canada,CAN,1972,557.56586
Canada,CAN,1973,618.8732
Canada,CAN,1974,664.6402
Canada,CAN,1975,634.3692
Canada,CAN,1976,680.5941
Canada,CAN,1977,729.1306
Canada,CAN,1978,787.7933
Canada,CAN,1979,826.23865
Canada,CAN,1980,854.7082
Canada,CAN,1981,906.35297
Canada,CAN,1982,877.9069
Canada,CAN,1983,931.00446
Canada,CAN,1984,1001.66943
Canada,CAN,1985,1074.9606
Canada,CAN,1986,1126.7218
Canada,CAN,1987,1161.6302
Canada,CAN,1988,1152.1538
Canada,CAN,1989,1095.0217
Canada,CAN,1990,1092.5664
Canada,CAN,1991,1160.6482
Canada,CAN,1992,1173.4657
Canada,CAN,1993,1233.0356
Canada,CAN,1994,1291.7999
Canada,CAN,1995,1286.4873
Canada,CAN,1996,1334.156
Canada,CAN,1997,1289.868
Canada,CAN,1998,1209.9589
Canada,CAN,1999,1257.753
Canada,CAN,2000,1290.9124
Canada,CAN,2001,1222.0896
Canada,CAN,2002,1264.4042
Canada,CAN,2003,1215.6282
Canada,CAN,2004,1259.0947
Canada,CAN,2005,1323.3231
Canada,CAN,2006,1307.368
Canada,CAN,2007,1336.387
Canada,CAN,2008,1363.3864
Canada,CAN,2009,1325.7217
Canada,CAN,2010,1283.2842
Canada,CAN,2011,1361.5914
Canada,CAN,2012,1380.7045
Canada,CAN,2013,1427.5951
Canada,CAN,2014,1407.0754
Canada,CAN,2015,1423.5991
Canada,CAN,2016,1440.4874
Canada,CAN,2017,1458.6769
Canada,CAN,2018,1430.7528
Canada,CAN,2019,1415.9469
Canada,CAN,2020,1418.4353
Canada,CAN,2021,1387.9357
Central America (BP),,1965,4.0096774
Central America (BP),,1966,4.414785
Central America (BP),,1967,4.985484
Central America (BP),,1968,5.5147853
Central America (BP),,1969,6.2508965
Central America (BP),,1970,7.049113
Central America (BP),,1971,7.335445
Central America (BP),,1972,7.975492
Central America (BP),,1973,8.3010025
Central America (BP),,1974,9.252002
Central America (BP),,1975,9.233094
Central America (BP),,1976,10.811789
Central America (BP),,1977,10.7028475
Central America (BP),,1978,13.968073
Central America (BP),,1979,16.236273
Central America (BP),,1980,18.433424
Central America (BP),,1981,20.320223
Central America (BP),,1982,20.015013
Central America (BP),,1983,21.334393
Central America (BP),,1984,24.220165
Central America (BP),,1985,26.32939
Central America (BP),,1986,30.09278
Central America (BP),,1987,31.304848
Central America (BP),,1988,33.10117
Central America (BP),,1989,36.373024
Central America (BP),,1990,38.03819
Central America (BP),,1991,37.443417
Central America (BP),,1992,37.24075
Central America (BP),,1993,40.60575
Central America (BP),,1994,39.314102
Central America (BP),,1995,39.049824
Central America (BP),,1996,44.296185
Central America (BP),,1997,43.44026
Central America (BP),,1998,42.91359
Central America (BP),,1999,51.73278
Central America (BP),,2000,54.169106
Central America (BP),,2001,49.67793
Central America (BP),,2002,52.613163
Central America (BP),,2003,54.67746
Central America (BP),,2004,57.68215
Central America (BP),,2005,61.39719
Central America (BP),,2006,64.4615
Central America (BP),,2007,65.18883
Central America (BP),,2008,71.13372
Central America (BP),,2009,69.155815
Central America (BP),,2010,77.596176
Central America (BP),,2011,77.0665
Central America (BP),,2012,83.83011
Central America (BP),,2013,84.10739
Central America (BP),,2014,86.180626
Central America (BP),,2015,93.27378
Central America (BP),,2016,98.2216
Central America (BP),,2017,108.85598
Central America (BP),,2018,113.88282
Central America (BP),,2019,103.63078
Central America (BP),,2020,115.14094
Central America (BP),,2021,125.70237
Chile,CHL,1965,11.691936
Chile,CHL,1966,12.324731
Chile,CHL,1967,12.581988
Chile,CHL,1968,10.541667
Chile,CHL,1969,11.898925
Chile,CHL,1970,12.735752
Chile,CHL,1971,14.430847
Chile,CHL,1972,17.125504
Chile,CHL,1973,16.707157
Chile,CHL,1974,18.965118
Chile,CHL,1975,19.052052
Chile,CHL,1976,19.746202
Chile,CHL,1977,20.862635
Chile,CHL,1978,21.731619
Chile,CHL,1979,22.323723
Chile,CHL,1980,23.609644
Chile,CHL,1981,24.450603
Chile,CHL,1982,26.795935
Chile,CHL,1983,29.089516
Chile,CHL,1984,30.1376
Chile,CHL,1985,33.35635
Chile,CHL,1986,35.875
Chile,CHL,1987,38.78256
Chile,CHL,1988,38.177723
Chile,CHL,1989,32.200233
Chile,CHL,1990,29.513798
Chile,CHL,1991,42.139534
Chile,CHL,1992,55.064453
Chile,CHL,1993,56.497787
Chile,CHL,1994,55.92713
Chile,CHL,1995,60.44738
Chile,CHL,1996,55.44271
Chile,CHL,1997,61.578693
Chile,CHL,1998,50.832443
Chile,CHL,1999,44.775738
Chile,CHL,2000,60.811592
Chile,CHL,2001,69.084274
Chile,CHL,2002,73.38477
Chile,CHL,2003,70.9826
Chile,CHL,2004,66.92412
Chile,CHL,2005,78.96735
Chile,CHL,2006,84.87119
Chile,CHL,2007,71.792366
Chile,CHL,2008,79.75074
Chile,CHL,2009,81.366165
Chile,CHL,2010,72.19142
Chile,CHL,2011,71.28386
Chile,CHL,2012,75.50318
Chile,CHL,2013,77.7729
Chile,CHL,2014,83.512314
Chile,CHL,2015,90.737686
Chile,CHL,2016,87.56232
Chile,CHL,2017,100.50987
Chile,CHL,2018,113.9496
Chile,CHL,2019,116.3679
Chile,CHL,2020,119.49728
Chile,CHL,2021,122.56359
China,CHN,1965,65.34059
China,CHN,1966,66.490585
China,CHN,1967,57.316765
China,CHN,1968,67.62751
China,CHN,1969,68.777504
China,CHN,1970,71.07749
China,CHN,1971,85.97514
China,CHN,1972,97.43588
China,CHN,1973,108.89662
China,CHN,1974,123.23235
China,CHN,1975,128.95619
China,CHN,1976,130.68118
China,CHN,1977,136.41808
China,CHN,1978,127.81926
China,CHN,1979,143.5794
China,CHN,1980,172.1594
China,CHN,1981,193.72179
China,CHN,1982,220.04097
China,CHN,1983,255.53398
China,CHN,1984,256.7101
China,CHN,1985,273.189
China,CHN,1986,279.5793
China,CHN,1987,295.77072
China,CHN,1988,322.80865
China,CHN,1989,350.1341
China,CHN,1990,374.97653
China,CHN,1991,368.92078
China,CHN,1992,387.1576
China,CHN,1993,454.53238
China,CHN,1994,539.53516
China,CHN,1995,611.3818
China,CHN,1996,601.66895
China,CHN,1997,629.6905
China,CHN,1998,637.0953
China,CHN,1999,633.1597
China,CHN,2000,715.0247
China,CHN,2001,874.6018
China,CHN,2002,923.29944
China,CHN,2003,959.188
China,CHN,2004,1176.2437
China,CHN,2005,1313.8208
China,CHN,2006,1435.3793
China,CHN,2007,1601.0345
China,CHN,2008,2075.6604
China,CHN,2009,2071.3403
China,CHN,2010,2411.8362
China,CHN,2011,2450.5698
China,CHN,2012,3038.792
China,CHN,2013,3324.179
China,CHN,2014,3898.657
China,CHN,2015,4249.025
China,CHN,2016,4684.5117
China,CHN,2017,5138.565
China,CHN,2018,5689.8633
China,CHN,2019,6285.502
China,CHN,2020,6761.694
China,CHN,2021,7568.3076
Colombia,COL,1965,10.479421
Colombia,COL,1966,11.642315
Colombia,COL,1967,12.978976
Colombia,COL,1968,14.462669
Colombia,COL,1969,16.080029
Colombia,COL,1970,17.897888
Colombia,COL,1971,18.993948
Colombia,COL,1972,21.03904
Colombia,COL,1973,22.897
Colombia,COL,1974,25.99805
Colombia,COL,1975,29.381634
Colombia,COL,1976,30.88424
Colombia,COL,1977,31.518799
Colombia,COL,1978,36.35271
Colombia,COL,1979,39.897125
Colombia,COL,1980,43.444313
Colombia,COL,1981,42.859203
Colombia,COL,1982,45.79759
Colombia,COL,1983,46.183407
Colombia,COL,1984,51.49746
Colombia,COL,1985,55.38148
Colombia,COL,1986,63.930435
Colombia,COL,1987,69.5983
Colombia,COL,1988,73.378265
Colombia,COL,1989,80.0691
Colombia,COL,1990,82.1796
Colombia,COL,1991,82.84442
Colombia,COL,1992,66.968796
Colombia,COL,1993,83.612816
Colombia,COL,1994,96.21366
Colombia,COL,1995,96.115
Colombia,COL,1996,105.92845
Colombia,COL,1997,94.61531
Colombia,COL,1998,92.71936
Colombia,COL,1999,101.11132
Colombia,COL,2000,92.71049
Colombia,COL,2001,94.5212
Colombia,COL,2002,100.72804
Colombia,COL,2003,106.514656
Colombia,COL,2004,112.11738
Colombia,COL,2005,114.25113
Colombia,COL,2006,124.37177
Colombia,COL,2007,128.57393
Colombia,COL,2008,134.07271
Colombia,COL,2009,121.48398
Colombia,COL,2010,122.45966
Colombia,COL,2011,145.25162
Colombia,COL,2012,142.80124
Colombia,COL,2013,132.92842
Colombia,COL,2014,134.75233
Colombia,COL,2015,134.61908
Colombia,COL,2016,139.78812
Colombia,COL,2017,167.39352
Colombia,COL,2018,166.36923
Colombia,COL,2019,160.20712
Colombia,COL,2020,148.17528
Colombia,COL,2021,176.43102
Croatia,HRV,1990,11.251344
Croatia,HRV,1991,17.390055
Croatia,HRV,1992,12.879112
Croatia,HRV,1993,13.514953
Croatia,HRV,1994,16.090403
Croatia,HRV,1995,16.820541
Croatia,HRV,1996,23.282726
Croatia,HRV,1997,17.313646
Croatia,HRV,1998,17.822962
Croatia,HRV,1999,21.672249
Croatia,HRV,2000,19.084648
Croatia,HRV,2001,21.096254
Croatia,HRV,2002,17.0781
Croatia,HRV,2003,15.828877
Croatia,HRV,2004,21.996887
Croatia,HRV,2005,20.220304
Croatia,HRV,2006,18.917221
Croatia,HRV,2007,13.4111185
Croatia,HRV,2008,16.424385
Croatia,HRV,2009,20.92186
Croatia,HRV,2010,25.821127
Croatia,HRV,2011,14.614415
Croatia,HRV,2012,14.470378
Croatia,HRV,2013,25.3374
Croatia,HRV,2014,27.000017
Croatia,HRV,2015,20.357018
Croatia,HRV,2016,22.612778
Croatia,HRV,2017,19.215992
Croatia,HRV,2018,26.243538
Croatia,HRV,2019,22.48074
Croatia,HRV,2020,23.000038
Croatia,HRV,2021,28.10238
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.002175
Cyprus,CYP,2005,0.002636111
Cyprus,CYP,2006,0.0043666665
Cyprus,CYP,2007,0.010366667
Cyprus,CYP,2008,0.047723055
Cyprus,CYP,2009,0.09835055
Cyprus,CYP,2010,0.21718694
Cyprus,CYP,2011,0.51358527
Cyprus,CYP,2012,0.7271908
Cyprus,CYP,2013,0.91408414
Cyprus,CYP,2014,0.88589
Cyprus,CYP,2015,1.1020997
Cyprus,CYP,2016,1.1636277
Cyprus,CYP,2017,1.1857218
Cyprus,CYP,2018,1.2551553
Cyprus,CYP,2019,1.3890892
Cyprus,CYP,2020,1.6012828
Czechia,CZE,1965,6.5993996
Czechia,CZE,1966,6.2204237
Czechia,CZE,1967,5.6062226
Czechia,CZE,1968,4.3386154
Czechia,CZE,1969,3.5414598
Czechia,CZE,1970,5.0573616
Czechia,CZE,1971,3.572043
Czechia,CZE,1972,3.7376344
Czechia,CZE,1973,3.196505
Czechia,CZE,1974,5.378763
Czechia,CZE,1975,5.363979
Czechia,CZE,1976,4.2758064
Czechia,CZE,1977,5.8163977
Czechia,CZE,1978,5.41129
Czechia,CZE,1979,6.7803764
Czechia,CZE,1980,7.093817
Czechia,CZE,1981,6.094354
Czechia,CZE,1982,4.938172
Czechia,CZE,1983,5.46132
Czechia,CZE,1984,7.353853
Czechia,CZE,1985,11.742653
Czechia,CZE,1986,22.99519
Czechia,CZE,1987,37.653225
Czechia,CZE,1988,39.7348
Czechia,CZE,1989,40.094593
Czechia,CZE,1990,39.14319
Czechia,CZE,1991,37.64489
Czechia,CZE,1992,38.905254
Czechia,CZE,1993,40.582893
Czechia,CZE,1994,42.12603
Czechia,CZE,1995,41.915543
Czechia,CZE,1996,43.2165
Czechia,CZE,1997,42.052784
Czechia,CZE,1998,43.39455
Czechia,CZE,1999,45.051655
Czechia,CZE,2000,45.410583
Czechia,CZE,2001,49.25519
Czechia,CZE,2002,61.33921
Czechia,CZE,2003,77.58649
Czechia,CZE,2004,80.49492
Czechia,CZE,2005,76.88986
Czechia,CZE,2006,81.429695
Czechia,CZE,2007,81.04314
Czechia,CZE,2008,82.6572
Czechia,CZE,2009,86.69518
Czechia,CZE,2010,91.778305
Czechia,CZE,2011,96.33019
Czechia,CZE,2012,103.7392
Czechia,CZE,2013,107.89314
Czechia,CZE,2014,105.92714
Czechia,CZE,2015,97.1288
Czechia,CZE,2016,89.52714
Czechia,CZE,2017,100.60594
Czechia,CZE,2018,103.47914
Czechia,CZE,2019,105.729294
Czechia,CZE,2020,105.29527
Czechia,CZE,2021,107.445496
Denmark,DNK,1965,0.07392472
Denmark,DNK,1966,0.07688166
Denmark,DNK,1967,0.07392472
Denmark,DNK,1968,0.062096667
Denmark,DNK,1969,0.06505389
Denmark,DNK,1970,0.07096777
Denmark,DNK,1971,0.07096777
Denmark,DNK,1972,0.07096777
Denmark,DNK,1973,0.07096777
Denmark,DNK,1974,0.07096777
Denmark,DNK,1975,0.062096667
Denmark,DNK,1976,0.056182776
Denmark,DNK,1977,0.07688166
Denmark,DNK,1978,0.08869973
Denmark,DNK,1979,0.10350277
Denmark,DNK,1980,0.13188165
Denmark,DNK,1981,0.13602139
Denmark,DNK,1982,0.14430083
Denmark,DNK,1983,0.28453636
Denmark,DNK,1984,0.29281583
Denmark,DNK,1985,0.35473108
Denmark,DNK,1986,0.61877024
Denmark,DNK,1987,0.79558474
Denmark,DNK,1988,1.2149194
Denmark,DNK,1989,1.736707
Denmark,DNK,1990,2.557809
Denmark,DNK,1991,3.396808
Denmark,DNK,1992,4.4518747
Denmark,DNK,1993,5.46336
Denmark,DNK,1994,5.288903
Denmark,DNK,1995,5.635707
Denmark,DNK,1996,6.3419766
Denmark,DNK,1997,8.891657
Denmark,DNK,1998,11.8620205
Denmark,DNK,1999,13.259738
Denmark,DNK,2000,16.782646
Denmark,DNK,2001,17.559988
Denmark,DNK,2002,20.330086
Denmark,DNK,2003,24.15215
Denmark,DNK,2004,28.343626
Denmark,DNK,2005,29.142092
Denmark,DNK,2006,27.252405
Denmark,DNK,2007,30.276228
Denmark,DNK,2008,29.572723
Denmark,DNK,2009,29.430616
Denmark,DNK,2010,36.414837
Denmark,DNK,2011,41.017845
Denmark,DNK,2012,42.68476
Denmark,DNK,2013,45.53224
Denmark,DNK,2014,50.817566
Denmark,DNK,2015,53.145096
Denmark,DNK,2016,51.7269
Denmark,DNK,2017,61.32803
Denmark,DNK,2018,58.143776
Denmark,DNK,2019,64.14605
Denmark,DNK,2020,64.94327
Denmark,DNK,2021,73.21793
Eastern Africa (BP),,1965,17.882498
Eastern Africa (BP),,1966,21.194448
Eastern Africa (BP),,1967,20.730467
Eastern Africa (BP),,1968,21.283768
Eastern Africa (BP),,1969,23.395409
Eastern Africa (BP),,1970,33.532246
Eastern Africa (BP),,1971,26.728498
Eastern Africa (BP),,1972,32.61082
Eastern Africa (BP),,1973,33.68546
Eastern Africa (BP),,1974,42.623066
Eastern Africa (BP),,1975,45.337036
Eastern Africa (BP),,1976,49.977036
Eastern Africa (BP),,1977,56.932796
Eastern Africa (BP),,1978,54.42678
Eastern Africa (BP),,1979,58.988407
Eastern Africa (BP),,1980,53.991188
Eastern Africa (BP),,1981,56.389053
Eastern Africa (BP),,1982,58.504303
Eastern Africa (BP),,1983,57.90881
Eastern Africa (BP),,1984,56.461853
Eastern Africa (BP),,1985,58.95273
Eastern Africa (BP),,1986,57.56463
Eastern Africa (BP),,1987,50.410217
Eastern Africa (BP),,1988,56.801064
Eastern Africa (BP),,1989,55.021084
Eastern Africa (BP),,1990,65.24072
Eastern Africa (BP),,1991,66.43447
Eastern Africa (BP),,1992,60.18303
Eastern Africa (BP),,1993,62.839775
Eastern Africa (BP),,1994,62.899506
Eastern Africa (BP),,1995,63.874
Eastern Africa (BP),,1996,64.02352
Eastern Africa (BP),,1997,67.276245
Eastern Africa (BP),,1998,85.90246
Eastern Africa (BP),,1999,90.3058
Eastern Africa (BP),,2000,95.86921
Eastern Africa (BP),,2001,107.61514
Eastern Africa (BP),,2002,115.51415
Eastern Africa (BP),,2003,117.038574
Eastern Africa (BP),,2004,118.79464
Eastern Africa (BP),,2005,121.72747
Eastern Africa (BP),,2006,127.965485
Eastern Africa (BP),,2007,137.7895
Eastern Africa (BP),,2008,135.66168
Eastern Africa (BP),,2009,142.15413
Eastern Africa (BP),,2010,158.79398
Eastern Africa (BP),,2011,162.60643
Eastern Africa (BP),,2012,169.32487
Eastern Africa (BP),,2013,179.97676
Eastern Africa (BP),,2014,194.07918
Eastern Africa (BP),,2015,196.9149
Eastern Africa (BP),,2016,187.15793
Eastern Africa (BP),,2017,193.82393
Eastern Africa (BP),,2018,205.96193
Eastern Africa (BP),,2019,209.48418
Eastern Africa (BP),,2020,218.76738
Eastern Africa (BP),,2021,233.68944
Ecuador,ECU,1965,0.7362903
Ecuador,ECU,1966,0.84274197
Ecuador,ECU,1967,0.9284947
Ecuador,ECU,1968,0.9698925
Ecuador,ECU,1969,1.0763441
Ecuador,ECU,1970,1.1975806
Ecuador,ECU,1971,1.3010752
Ecuador,ECU,1972,1.3158602
Ecuador,ECU,1973,1.2862902
Ecuador,ECU,1974,1.4784948
Ecuador,ECU,1975,1.8569891
Ecuador,ECU,1976,1.7889786
Ecuador,ECU,1977,1.65
Ecuador,ECU,1978,2.3389785
Ecuador,ECU,1979,2.0965052
Ecuador,ECU,1980,2.5784945
Ecuador,ECU,1981,2.3034947
Ecuador,ECU,1982,2.646505
Ecuador,ECU,1983,5.088979
Ecuador,ECU,1984,9.559946
Ecuador,ECU,1985,9.695968
Ecuador,ECU,1986,11.8634405
Ecuador,ECU,1987,13.51344
Ecuador,ECU,1988,14.27043
Ecuador,ECU,1989,14.648925
Ecuador,ECU,1990,14.745582
Ecuador,ECU,1991,15.009443
Ecuador,ECU,1992,14.706825
Ecuador,ECU,1993,17.180513
Ecuador,ECU,1994,19.413454
Ecuador,ECU,1995,15.259694
Ecuador,ECU,1996,18.75741
Ecuador,ECU,1997,19.321491
Ecuador,ECU,1998,19.238455
Ecuador,ECU,1999,21.2215
Ecuador,ECU,2000,22.506329
Ecuador,ECU,2001,20.772078
Ecuador,ECU,2002,21.962057
Ecuador,ECU,2003,20.824099
Ecuador,ECU,2004,21.36827
Ecuador,ECU,2005,20.036217
Ecuador,ECU,2006,20.750978
Ecuador,ECU,2007,26.256138
Ecuador,ECU,2008,32.407536
Ecuador,ECU,2009,26.46405
Ecuador,ECU,2010,24.732502
Ecuador,ECU,2011,31.609797
Ecuador,ECU,2012,34.50854
Ecuador,ECU,2013,31.194136
Ecuador,ECU,2014,32.57644
Ecuador,ECU,2015,36.9327
Ecuador,ECU,2016,44.279827
Ecuador,ECU,2017,55.13207
Ecuador,ECU,2018,56.3876
Ecuador,ECU,2019,67.1301
Ecuador,ECU,2020,65.710014
Ecuador,ECU,2021,68.50378
Egypt,EGY,1965,5.1227026
Egypt,EGY,1966,5.397133
Egypt,EGY,1967,5.8153124
Egypt,EGY,1968,8.873252
Egypt,EGY,1969,11.80051
Egypt,EGY,1970,13.865273
Egypt,EGY,1971,14.923791
Egypt,EGY,1972,15.263562
Egypt,EGY,1973,15.237425
Egypt,EGY,1974,18.086275
Egypt,EGY,1975,20.085697
Egypt,EGY,1976,23.66636
Egypt,EGY,1977,26.7243
Egypt,EGY,1978,29.364061
Egypt,EGY,1979,28.410088
Egypt,EGY,1980,28.985086
Egypt,EGY,1981,30.20042
Egypt,EGY,1982,31.023712
Egypt,EGY,1983,29.02429
Egypt,EGY,1984,28.47543
Egypt,EGY,1985,27.050537
Egypt,EGY,1986,26.530107
Egypt,EGY,1987,26.522715
Egypt,EGY,1988,26.107258
Egypt,EGY,1989,28.052956
Egypt,EGY,1990,29.430912
Egypt,EGY,1991,29.321505
Egypt,EGY,1992,28.978495
Egypt,EGY,1993,29.843414
Egypt,EGY,1994,31.72258
Egypt,EGY,1995,33.094624
Egypt,EGY,1996,33.95806
Egypt,EGY,1997,34.80672
Egypt,EGY,1998,35.792873
Egypt,EGY,1999,39.778896
Egypt,EGY,2000,42.162823
Egypt,EGY,2001,42.872314
Egypt,EGY,2002,41.4708
Egypt,EGY,2003,38.35703
Egypt,EGY,2004,38.4313
Egypt,EGY,2005,37.66852
Egypt,EGY,2006,38.101555
Egypt,EGY,2007,42.07821
Egypt,EGY,2008,45.037685
Egypt,EGY,2009,41.36535
Egypt,EGY,2010,39.93737
Egypt,EGY,2011,40.633312
Egypt,EGY,2012,40.76683
Egypt,EGY,2013,40.441166
Egypt,EGY,2014,39.971863
Egypt,EGY,2015,42.06435
Egypt,EGY,2016,42.37162
Egypt,EGY,2017,41.25032
Egypt,EGY,2018,43.26544
Egypt,EGY,2019,54.16445
Egypt,EGY,2020,64.57611
Egypt,EGY,2021,65.664154
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.019166667
Estonia,EST,1996,0.015972221
Estonia,EST,1997,0.025527777
Estonia,EST,1998,0.03830639
Estonia,EST,1999,0.05013972
Estonia,EST,2000,0.056276385
Estonia,EST,2001,0.055669725
Estonia,EST,2002,0.107772775
Estonia,EST,2003,0.13839333
Estonia,EST,2004,0.1842436
Estonia,EST,2005,0.32267582
Estonia,EST,2006,0.3782439
Estonia,EST,2007,0.43444082
Estonia,EST,2008,0.57372326
Estonia,EST,2009,1.6365783
Estonia,EST,2010,3.2126691
Estonia,EST,2011,3.5979934
Estonia,EST,2012,4.50138
Estonia,EST,2013,3.6456125
Estonia,EST,2014,4.079248
Estonia,EST,2015,4.5010705
Estonia,EST,2016,4.534874
Estonia,EST,2017,5.3453817
Estonia,EST,2018,5.8292317
Estonia,EST,2019,6.201414
Estonia,EST,2020,8.30123
Estonia,EST,2021,9.437209
Europe,,1965,1197.4303
Europe,,1966,1315.162
Europe,,1967,1318.3085
Europe,,1968,1411.763
Europe,,1969,1451.7946
Europe,,1970,1542.2856
Europe,,1971,1580.0511
Europe,,1972,1670.5121
Europe,,1973,1720.728
Europe,,1974,1894.1447
Europe,,1975,1997.9174
Europe,,1976,2011.0128
Europe,,1977,2388.215
Europe,,1978,2513.7932
Europe,,1979,2668.445
Europe,,1980,2798.412
Europe,,1981,3093.354
Europe,,1982,3168.3645
Europe,,1983,3446.7468
Europe,,1984,3935.3083
Europe,,1985,4216.61
Europe,,1986,4324.044
Europe,,1987,4567.3696
Europe,,1988,4895.268
Europe,,1989,4826.091
Europe,,1990,4845.929
Europe,,1991,4956.0195
Europe,,1992,5029.2104
Europe,,1993,5185.2607
Europe,,1994,5140.828
Europe,,1995,5235.159
Europe,,1996,5293.134
Europe,,1997,5412.779
Europe,,1998,5472.2397
Europe,,1999,5598.383
Europe,,2000,5762.079
Europe,,2001,5894.8125
Europe,,2002,5753.552
Europe,,2003,5694.226
Europe,,2004,5915.191
Europe,,2005,5938.6157
Europe,,2006,5947.114
Europe,,2007,5918.7524
Europe,,2008,6030.444
Europe,,2009,5959.7705
Europe,,2010,6238.0293
Europe,,2011,6137.318
Europe,,2012,6381.9214
Europe,,2013,6602.787
Europe,,2014,6692.367
Europe,,2015,6726.7495
Europe,,2016,6729.148
Europe,,2017,6739.427
Europe,,2018,6966.1074
Europe,,2019,7025.1504
Europe,,2020,7140.9194
Europe,,2021,7358.5127
Europe (BP),,1965,958.11383
Europe (BP),,1966,1045.0894
Europe (BP),,1967,1057.6049
Europe (BP),,1968,1105.1863
Europe (BP),,1969,1111.6522
Europe (BP),,1970,1171.5497
Europe (BP),,1971,1200.1268
Europe (BP),,1972,1289.2327
Europe (BP),,1973,1326.6772
Europe (BP),,1974,1453.4222
Europe (BP),,1975,1562.337
Europe (BP),,1976,1526.6652
Europe (BP),,1977,1834.7396
Europe (BP),,1978,1891.1658
Europe (BP),,1979,2021.496
Europe (BP),,1980,2078.7415
Europe (BP),,1981,2331.6956
Europe (BP),,1982,2409.2646
Europe (BP),,1983,2630.8726
Europe (BP),,1984,2966.809
Europe (BP),,1985,3498.0627
Europe (BP),,1986,3574.7236
Europe (BP),,1987,3788.09
Europe (BP),,1988,4122.621
Europe (BP),,1989,4020.0862
Europe (BP),,1990,4085.311
Europe (BP),,1991,4185.77
Europe (BP),,1992,4258.3135
Europe (BP),,1993,4432.8125
Europe (BP),,1994,4435.1763
Europe (BP),,1995,4539.774
Europe (BP),,1996,4651.2974
Europe (BP),,1997,4762.9165
Europe (BP),,1998,4839.4165
Europe (BP),,1999,4886.097
Europe (BP),,2000,5005.7734
Europe (BP),,2001,5078.244
Europe (BP),,2002,4994.233
Europe (BP),,2003,4941.7676
Europe (BP),,2004,5161.369
Europe (BP),,2005,5181.8213
Europe (BP),,2006,5207.718
Europe (BP),,2007,5162.8716
Europe (BP),,2008,5329.1084
Europe (BP),,2009,5265.5654
Europe (BP),,2010,5624.1714
Europe (BP),,2011,5546.877
Europe (BP),,2012,5815.6562
Europe (BP),,2013,6002.233
Europe (BP),,2014,6059.902
Europe (BP),,2015,6160.1597
Europe (BP),,2016,6141.5195
Europe (BP),,2017,6142.495
Europe (BP),,2018,6399.275
Europe (BP),,2019,6537.97
Europe (BP),,2020,6580.611
Europe (BP),,2021,6734.2163
European Union (27),,1965,647.5686
European Union (27),,1966,709.03357
European Union (27),,1967,688.5921
European Union (27),,1968,706.0493
European Union (27),,1969,706.0313
European Union (27),,1970,762.8884
European Union (27),,1971,773.4582
European Union (27),,1972,842.4844
European Union (27),,1973,856.70123
European Union (27),,1974,934.34344
European Union (27),,1975,1031.794
European Union (27),,1976,970.22974
European Union (27),,1977,1257.7515
European Union (27),,1978,1299.4832
European Union (27),,1979,1389.2191
European Union (27),,1980,1437.8763
European Union (27),,1981,1655.2999
European Union (27),,1982,1708.035
European Union (27),,1983,1883.404
European Union (27),,1984,2196.0725
European Union (27),,1985,2511.7366
European Union (27),,1986,2623.7285
European Union (27),,1987,2778.52
European Union (27),,1988,2969.9082
European Union (27),,1989,2894.331
European Union (27),,1990,2967.3545
European Union (27),,1991,3067.6216
European Union (27),,1992,3111.0044
European Union (27),,1993,3206.29
European Union (27),,1994,3233.2192
European Union (27),,1995,3302.5845
European Union (27),,1996,3415.6658
European Union (27),,1997,3484.734
European Union (27),,1998,3519.8752
European Union (27),,1999,3567.6416
European Union (27),,2000,3673.8044
European Union (27),,2001,3814.0283
European Union (27),,2002,3702.6526
European Union (27),,2003,3711.0254
European Union (27),,2004,3879.716
European Union (27),,2005,3843.7688
European Union (27),,2006,3906.9207
European Union (27),,2007,3875.1501
European Union (27),,2008,4039.832
European Union (27),,2009,3959.9004
